,alt,cad,dst,hrt,lat,lon,pwr,spd,time,tmp,sec,id,segID
4874,298.8,75.0,29159.5,131.0,37.891192,-122.240739,225.0,3.779,2016-04-11 01:56:08,8,4893.0,20160410173435,201604101734354812
4875,299.0,75.0,29164.26,131.0,37.891165,-122.240698,231.0,3.779,2016-04-11 01:56:09,8,4894.0,20160410173435,201604101734354812
4876,299.2,74.0,29169.18,130.0,37.891136,-122.240655,236.0,3.807,2016-04-11 01:56:10,8,4895.0,20160410173435,201604101734354812
4877,299.6,75.0,29173.37,130.0,37.89111,-122.24062,220.0,3.592,2016-04-11 01:56:11,8,4896.0,20160410173435,201604101734354812
4878,299.8,72.0,29177.19,131.0,37.891088,-122.240587,245.0,3.154,2016-04-11 01:56:12,8,4897.0,20160410173435,201604101734354812
4879,300.0,72.0,29180.7,130.0,37.891065,-122.240559,227.0,3.415,2016-04-11 01:56:13,8,4898.0,20160410173435,201604101734354812
4880,300.6,70.0,29184.55,131.0,37.891041,-122.240528,236.0,3.182,2016-04-11 01:56:14,8,4899.0,20160410173435,201604101734354812
4881,300.8,69.0,29188.76,131.0,37.891015,-122.240492,224.0,3.751,2016-04-11 01:56:15,8,4900.0,20160410173435,201604101734354812
4882,301.0,67.0,29192.91,131.0,37.890989,-122.240459,259.0,3.536,2016-04-11 01:56:16,8,4901.0,20160410173435,201604101734354812
4883,301.2,67.0,29196.92,131.0,37.890964,-122.240425,188.0,3.658,2016-04-11 01:56:17,8,4902.0,20160410173435,201604101734354812
4884,301.6,70.0,29201.23,132.0,37.890941,-122.240386,188.0,3.667,2016-04-11 01:56:18,8,4903.0,20160410173435,201604101734354812
4885,301.6,74.0,29205.17,133.0,37.890922,-122.240348,244.0,3.331,2016-04-11 01:56:19,8,4904.0,20160410173435,201604101734354812
4886,301.8,72.0,29208.9,134.0,37.890907,-122.24031,208.0,3.247,2016-04-11 01:56:20,8,4905.0,20160410173435,201604101734354812
4887,302.0,68.0,29212.52,134.0,37.890892,-122.240274,253.0,3.154,2016-04-11 01:56:21,8,4906.0,20160410173435,201604101734354812
4888,302.4,75.0,29216.08,134.0,37.890877,-122.240238,263.0,3.443,2016-04-11 01:56:22,8,4907.0,20160410173435,201604101734354812
4889,302.6,79.0,29219.78,134.0,37.890861,-122.240201,323.0,3.452,2016-04-11 01:56:23,8,4908.0,20160410173435,201604101734354812
4890,303.0,80.0,29223.59,134.0,37.890844,-122.240163,309.0,3.826,2016-04-11 01:56:24,8,4909.0,20160410173435,201604101734354812
4891,303.2,81.0,29227.79,135.0,37.890825,-122.240122,289.0,3.854,2016-04-11 01:56:25,8,4910.0,20160410173435,201604101734354812
4892,303.4,80.0,29231.6,135.0,37.890815,-122.240081,292.0,3.854,2016-04-11 01:56:26,8,4911.0,20160410173435,201604101734354812
4893,303.8,79.0,29235.57,135.0,37.890801,-122.240039,290.0,4.003,2016-04-11 01:56:27,8,4912.0,20160410173435,201604101734354812
4894,304.2,80.0,29239.59,136.0,37.890788,-122.239996,281.0,3.984,2016-04-11 01:56:28,8,4913.0,20160410173435,201604101734354812
4895,304.4,80.0,29243.22,136.0,37.890776,-122.239958,294.0,3.956,2016-04-11 01:56:29,8,4914.0,20160410173435,201604101734354812
4896,304.6,81.0,29246.84,136.0,37.890766,-122.239919,283.0,3.975,2016-04-11 01:56:30,8,4915.0,20160410173435,201604101734354812
4897,304.8,81.0,29250.48,137.0,37.890757,-122.239879,286.0,3.956,2016-04-11 01:56:31,8,4916.0,20160410173435,201604101734354812
4898,305.0,81.0,29254.2,138.0,37.890748,-122.239838,286.0,3.947,2016-04-11 01:56:32,8,4917.0,20160410173435,201604101734354812
4899,305.4,79.0,29257.51,139.0,37.89074,-122.239802,278.0,3.919,2016-04-11 01:56:33,8,4918.0,20160410173435,201604101734354812
4900,305.6,79.0,29260.94,139.0,37.890733,-122.239764,259.0,3.91,2016-04-11 01:56:34,8,4919.0,20160410173435,201604101734354812
4901,306.0,80.0,29264.41,140.0,37.890726,-122.239725,259.0,3.611,2016-04-11 01:56:35,8,4920.0,20160410173435,201604101734354812
4902,306.8,77.0,29267.3,141.0,37.890725,-122.239693,276.0,3.331,2016-04-11 01:56:36,8,4921.0,20160410173435,201604101734354812
4903,307.2,77.0,29270.57,142.0,37.890722,-122.239656,302.0,3.434,2016-04-11 01:56:37,8,4922.0,20160410173435,201604101734354812
4904,307.4,76.0,29273.62,142.0,37.890719,-122.239621,290.0,3.116,2016-04-11 01:56:38,8,4923.0,20160410173435,201604101734354812
4905,307.8,76.0,29276.11,143.0,37.89072,-122.239593,296.0,3.023,2016-04-11 01:56:39,8,4924.0,20160410173435,201604101734354812
4906,308.2,77.0,29278.66,143.0,37.890719,-122.239564,286.0,3.126,2016-04-11 01:56:40,8,4925.0,20160410173435,201604101734354812
4907,308.4,77.0,29281.35,144.0,37.890717,-122.239533,299.0,3.284,2016-04-11 01:56:41,8,4926.0,20160410173435,201604101734354812
4908,308.6,79.0,29284.2,144.0,37.89072,-122.239501,311.0,3.191,2016-04-11 01:56:42,8,4927.0,20160410173435,201604101734354812
4909,309.0,78.0,29286.93,145.0,37.890723,-122.23947,278.0,3.154,2016-04-11 01:56:43,8,4928.0,20160410173435,201604101734354812
4910,309.2,78.0,29290.07,145.0,37.89072,-122.239434,273.0,3.275,2016-04-11 01:56:44,8,4929.0,20160410173435,201604101734354812
4911,309.6,78.0,29293.13,146.0,37.890717,-122.239399,286.0,3.284,2016-04-11 01:56:45,8,4930.0,20160410173435,201604101734354812
4912,310.0,78.0,29296.07,146.0,37.890715,-122.239365,295.0,3.256,2016-04-11 01:56:46,8,4931.0,20160410173435,201604101734354812
4913,310.4,78.0,29298.97,146.0,37.890714,-122.239332,290.0,3.284,2016-04-11 01:56:47,8,4932.0,20160410173435,201604101734354812
4914,310.6,78.0,29302.23,147.0,37.890709,-122.239295,294.0,3.322,2016-04-11 01:56:48,7,4933.0,20160410173435,201604101734354812
4915,311.0,77.0,29305.35,147.0,37.890705,-122.23926,294.0,3.182,2016-04-11 01:56:49,7,4934.0,20160410173435,201604101734354812
4916,311.2,77.0,29308.08,147.0,37.890704,-122.239228,290.0,3.172,2016-04-11 01:56:50,7,4935.0,20160410173435,201604101734354812
4917,311.6,77.0,29310.85,148.0,37.890704,-122.239197,271.0,3.144,2016-04-11 01:56:51,7,4936.0,20160410173435,201604101734354812
4918,311.8,77.0,29313.99,148.0,37.890701,-122.239161,277.0,3.228,2016-04-11 01:56:52,7,4937.0,20160410173435,201604101734354812
4919,312.2,79.0,29316.81,148.0,37.890698,-122.239129,274.0,2.874,2016-04-11 01:56:53,7,4938.0,20160410173435,201604101734354812
4920,312.4,77.0,29319.83,148.0,37.890694,-122.239095,281.0,3.219,2016-04-11 01:56:54,7,4939.0,20160410173435,201604101734354812
4921,312.8,78.0,29322.81,148.0,37.890691,-122.239061,288.0,3.07,2016-04-11 01:56:55,7,4940.0,20160410173435,201604101734354812
4922,313.2,77.0,29325.64,149.0,37.89069,-122.239029,293.0,3.042,2016-04-11 01:56:56,7,4941.0,20160410173435,201604101734354812
4923,313.6,75.0,29328.53,149.0,37.890687,-122.238996,286.0,3.21,2016-04-11 01:56:57,7,4942.0,20160410173435,201604101734354812
4924,313.8,74.0,29331.58,149.0,37.890684,-122.238961,282.0,3.182,2016-04-11 01:56:58,7,4943.0,20160410173435,201604101734354812
4925,314.2,74.0,29334.64,149.0,37.890682,-122.238926,294.0,3.163,2016-04-11 01:56:59,7,4944.0,20160410173435,201604101734354812
4926,314.6,76.0,29337.61,149.0,37.890681,-122.238892,294.0,3.172,2016-04-11 01:57:00,7,4945.0,20160410173435,201604101734354812
4927,314.8,76.0,29340.73,150.0,37.89068,-122.238857,280.0,3.163,2016-04-11 01:57:01,7,4946.0,20160410173435,201604101734354812
4928,315.2,76.0,29343.88,149.0,37.890678,-122.238821,298.0,3.144,2016-04-11 01:57:02,7,4947.0,20160410173435,201604101734354812
4929,315.4,76.0,29347.07,150.0,37.890676,-122.238785,298.0,3.154,2016-04-11 01:57:03,7,4948.0,20160410173435,201604101734354812
4930,315.6,77.0,29350.23,149.0,37.890676,-122.238749,256.0,3.163,2016-04-11 01:57:04,7,4949.0,20160410173435,201604101734354812
4931,316.0,76.0,29353.39,149.0,37.89068,-122.238713,269.0,3.284,2016-04-11 01:57:05,7,4950.0,20160410173435,201604101734354812
4932,316.4,73.0,29356.41,149.0,37.890679,-122.238678,282.0,3.182,2016-04-11 01:57:06,7,4951.0,20160410173435,201604101734354812
4933,316.8,74.0,29359.4,149.0,37.890677,-122.238644,293.0,3.06,2016-04-11 01:57:07,7,4952.0,20160410173435,201604101734354812
4934,317.0,74.0,29362.5,149.0,37.890676,-122.238609,291.0,3.07,2016-04-11 01:57:08,7,4953.0,20160410173435,201604101734354812
4935,317.2,74.0,29365.7,149.0,37.890675,-122.238572,276.0,3.088,2016-04-11 01:57:09,7,4954.0,20160410173435,201604101734354812
4936,317.6,74.0,29368.82,149.0,37.890673,-122.238537,296.0,3.079,2016-04-11 01:57:10,7,4955.0,20160410173435,201604101734354812
4937,318.0,75.0,29371.93,149.0,37.890672,-122.238502,297.0,3.079,2016-04-11 01:57:11,7,4956.0,20160410173435,201604101734354812
4938,318.4,77.0,29375.02,149.0,37.890669,-122.238467,304.0,3.116,2016-04-11 01:57:12,7,4957.0,20160410173435,201604101734354812
4939,318.6,77.0,29378.11,149.0,37.890665,-122.238432,277.0,3.126,2016-04-11 01:57:13,7,4958.0,20160410173435,201604101734354812
4940,319.0,76.0,29381.29,149.0,37.890661,-122.238396,275.0,3.21,2016-04-11 01:57:14,7,4959.0,20160410173435,201604101734354812
4941,319.4,76.0,29384.47,149.0,37.890657,-122.23836,268.0,3.182,2016-04-11 01:57:15,7,4960.0,20160410173435,201604101734354812
4942,319.6,75.0,29387.62,149.0,37.890651,-122.238325,292.0,3.172,2016-04-11 01:57:16,7,4961.0,20160410173435,201604101734354812
4943,320.0,78.0,29390.76,149.0,37.890644,-122.23829,267.0,3.191,2016-04-11 01:57:17,7,4962.0,20160410173435,201604101734354812
4944,320.2,78.0,29393.98,149.0,37.890638,-122.238255,264.0,3.219,2016-04-11 01:57:18,7,4963.0,20160410173435,201604101734354812
4945,320.6,80.0,29397.25,149.0,37.89063,-122.238219,269.0,3.247,2016-04-11 01:57:19,7,4964.0,20160410173435,201604101734354812
4946,320.8,78.0,29400.57,149.0,37.890623,-122.238182,252.0,3.266,2016-04-11 01:57:20,7,4965.0,20160410173435,201604101734354812
4947,321.2,79.0,29403.84,150.0,37.890616,-122.238146,273.0,3.284,2016-04-11 01:57:21,7,4966.0,20160410173435,201604101734354812
4948,321.4,79.0,29407.12,150.0,37.890609,-122.23811,267.0,3.303,2016-04-11 01:57:22,7,4967.0,20160410173435,201604101734354812
4949,321.8,80.0,29410.37,150.0,37.890602,-122.238074,261.0,3.303,2016-04-11 01:57:23,7,4968.0,20160410173435,201604101734354812
4950,322.0,80.0,29413.67,150.0,37.890595,-122.238038,297.0,3.312,2016-04-11 01:57:24,7,4969.0,20160410173435,201604101734354812
4951,322.2,78.0,29417.03,150.0,37.890587,-122.238001,185.0,3.322,2016-04-11 01:57:25,7,4970.0,20160410173435,201604101734354812
4952,322.6,72.0,29420.38,150.0,37.890579,-122.237964,280.0,3.331,2016-04-11 01:57:26,7,4971.0,20160410173435,201604101734354812
4953,322.8,76.0,29423.75,150.0,37.890571,-122.237927,263.0,3.322,2016-04-11 01:57:27,7,4972.0,20160410173435,201604101734354812
4954,323.0,76.0,29427.12,150.0,37.890562,-122.237891,270.0,3.322,2016-04-11 01:57:28,7,4973.0,20160410173435,201604101734354812
4955,323.2,76.0,29430.64,150.0,37.890553,-122.237852,251.0,3.695,2016-04-11 01:57:29,7,4974.0,20160410173435,201604101734354812
4956,323.6,76.0,29434.14,151.0,37.890544,-122.237814,269.0,3.275,2016-04-11 01:57:30,7,4975.0,20160410173435,201604101734354812
4957,323.8,75.0,29437.55,150.0,37.890536,-122.237776,272.0,3.406,2016-04-11 01:57:31,7,4976.0,20160410173435,201604101734354812
4958,324.2,77.0,29441.01,151.0,37.890526,-122.237739,265.0,3.378,2016-04-11 01:57:32,7,4977.0,20160410173435,201604101734354812
4959,324.4,77.0,29444.54,150.0,37.890516,-122.237701,271.0,3.527,2016-04-11 01:57:33,7,4978.0,20160410173435,201604101734354812
4960,324.6,78.0,29448.2,151.0,37.890506,-122.237661,266.0,3.536,2016-04-11 01:57:34,7,4979.0,20160410173435,201604101734354812
4961,325.0,78.0,29451.78,151.0,37.890497,-122.237622,245.0,3.527,2016-04-11 01:57:35,7,4980.0,20160410173435,201604101734354812
4962,325.2,78.0,29455.42,150.0,37.890488,-122.237582,247.0,3.62,2016-04-11 01:57:36,7,4981.0,20160410173435,201604101734354812
4963,325.4,79.0,29459.03,151.0,37.890478,-122.237543,238.0,3.62,2016-04-11 01:57:37,7,4982.0,20160410173435,201604101734354812
4964,325.6,78.0,29462.53,150.0,37.89047,-122.237505,251.0,3.499,2016-04-11 01:57:38,7,4983.0,20160410173435,201604101734354812
4965,326.0,79.0,29465.79,151.0,37.890463,-122.237468,283.0,3.079,2016-04-11 01:57:39,7,4984.0,20160410173435,201604101734354812
4966,326.2,78.0,29469.29,150.0,37.890455,-122.23743,236.0,3.294,2016-04-11 01:57:40,7,4985.0,20160410173435,201604101734354812
4967,326.4,79.0,29472.66,151.0,37.890449,-122.237392,258.0,3.2,2016-04-11 01:57:41,7,4986.0,20160410173435,201604101734354812
4968,326.6,79.0,29476.02,150.0,37.890444,-122.237354,282.0,3.294,2016-04-11 01:57:42,7,4987.0,20160410173435,201604101734354812
4969,326.8,80.0,29479.39,151.0,37.890439,-122.237317,255.0,3.275,2016-04-11 01:57:43,7,4988.0,20160410173435,201604101734354812
4970,327.0,80.0,29482.71,151.0,37.890432,-122.23728,274.0,3.256,2016-04-11 01:57:44,7,4989.0,20160410173435,201604101734354812
4971,327.4,80.0,29486.24,150.0,37.890428,-122.23724,258.0,3.462,2016-04-11 01:57:45,7,4990.0,20160410173435,201604101734354812
4972,327.8,80.0,29489.55,151.0,37.890423,-122.237203,251.0,3.247,2016-04-11 01:57:46,7,4991.0,20160410173435,201604101734354812
4973,328.0,79.0,29493.11,150.0,37.890418,-122.237163,248.0,3.424,2016-04-11 01:57:47,7,4992.0,20160410173435,201604101734354812
4974,328.4,79.0,29496.73,150.0,37.890414,-122.237122,251.0,3.34,2016-04-11 01:57:48,7,4993.0,20160410173435,201604101734354812
4975,328.6,78.0,29500.11,150.0,37.890413,-122.237083,248.0,3.219,2016-04-11 01:57:49,7,4994.0,20160410173435,201604101734354812
4976,329.0,78.0,29503.56,150.0,37.890413,-122.237044,261.0,3.191,2016-04-11 01:57:50,7,4995.0,20160410173435,201604101734354812
4977,329.2,78.0,29507.1,149.0,37.890412,-122.237004,261.0,3.34,2016-04-11 01:57:51,7,4996.0,20160410173435,201604101734354812
4978,329.4,79.0,29510.65,149.0,37.89041,-122.236964,242.0,3.34,2016-04-11 01:57:52,7,4997.0,20160410173435,201604101734354812
4979,329.8,79.0,29514.08,149.0,37.890406,-122.236925,198.0,3.312,2016-04-11 01:57:53,7,4998.0,20160410173435,201604101734354812
4980,330.0,78.0,29517.71,148.0,37.890401,-122.236884,198.0,3.434,2016-04-11 01:57:54,7,4999.0,20160410173435,201604101734354812
4981,330.4,76.0,29521.21,148.0,37.890397,-122.236844,208.0,3.2,2016-04-11 01:57:55,7,5000.0,20160410173435,201604101734354812
4982,330.6,78.0,29524.66,147.0,37.890396,-122.236805,247.0,3.182,2016-04-11 01:57:56,7,5001.0,20160410173435,201604101734354812
4983,330.8,80.0,29528.1,147.0,37.890391,-122.236766,218.0,3.219,2016-04-11 01:57:57,7,5002.0,20160410173435,201604101734354812
4984,331.2,83.0,29531.83,147.0,37.890385,-122.236724,222.0,3.686,2016-04-11 01:57:58,7,5003.0,20160410173435,201604101734354812
4985,331.2,83.0,29535.58,146.0,37.890379,-122.236683,192.0,3.704,2016-04-11 01:57:59,7,5004.0,20160410173435,201604101734354812
4986,331.4,84.0,29539.39,146.0,37.890371,-122.23664,203.0,3.686,2016-04-11 01:58:00,7,5005.0,20160410173435,201604101734354812
4987,331.6,82.0,29543.54,146.0,37.890362,-122.236595,225.0,3.835,2016-04-11 01:58:01,7,5006.0,20160410173435,201604101734354812
4988,331.8,85.0,29547.55,145.0,37.890352,-122.236551,188.0,3.807,2016-04-11 01:58:02,7,5007.0,20160410173435,201604101734354812
4989,332.0,83.0,29551.86,145.0,37.89034,-122.236504,164.0,3.975,2016-04-11 01:58:03,7,5008.0,20160410173435,201604101734354812
4990,332.2,80.0,29556.3,145.0,37.890326,-122.236456,178.0,4.273,2016-04-11 01:58:04,7,5009.0,20160410173435,201604101734354812
4991,332.6,80.0,29560.97,145.0,37.890309,-122.236408,182.0,4.423,2016-04-11 01:58:05,7,5010.0,20160410173435,201604101734354812
4992,332.6,81.0,29565.94,145.0,37.890292,-122.236355,175.0,4.535,2016-04-11 01:58:06,7,5011.0,20160410173435,201604101734354812
4993,332.8,82.0,29570.45,144.0,37.890273,-122.23631,213.0,4.171,2016-04-11 01:58:07,7,5012.0,20160410173435,201604101734354812
4994,332.8,80.0,29574.76,144.0,37.890253,-122.236268,127.0,3.966,2016-04-11 01:58:08,7,5013.0,20160410173435,201604101734354812
4995,333.0,75.0,29578.99,143.0,37.890232,-122.236228,194.0,4.255,2016-04-11 01:58:09,7,5014.0,20160410173435,201604101734354812
4996,333.0,77.0,29583.64,143.0,37.89021,-122.236183,189.0,4.563,2016-04-11 01:58:10,7,5015.0,20160410173435,201604101734354812
4997,333.2,79.0,29588.42,142.0,37.890188,-122.236137,178.0,4.693,2016-04-11 01:58:11,7,5016.0,20160410173435,201604101734354812
4998,333.2,81.0,29593.55,141.0,37.890163,-122.236087,177.0,4.889,2016-04-11 01:58:12,7,5017.0,20160410173435,201604101734354812
4999,333.2,80.0,29598.86,140.0,37.890139,-122.236035,164.0,5.067,2016-04-11 01:58:13,7,5018.0,20160410173435,201604101734354812
5000,333.2,84.0,29604.23,140.0,37.890111,-122.235985,164.0,5.197,2016-04-11 01:58:14,7,5019.0,20160410173435,201604101734354812
5001,333.4,87.0,29609.82,139.0,37.890084,-122.235931,173.0,5.328,2016-04-11 01:58:15,7,5020.0,20160410173435,201604101734354812
5002,333.6,78.0,29615.22,139.0,37.890057,-122.23588,144.0,4.983,2016-04-11 01:58:16,7,5021.0,20160410173435,201604101734354812
5003,333.8,79.0,29620.81,138.0,37.890027,-122.235829,142.0,5.151,2016-04-11 01:58:17,7,5022.0,20160410173435,201604101734354812
5004,334.0,79.0,29626.65,138.0,37.89,-122.235772,149.0,5.468,2016-04-11 01:58:18,7,5023.0,20160410173435,201604101734354812
